성별,연령대,가구원수,소득구간,가계지출금액,가계지출_소비지출금액,가구일련번호
여자,60대,2인가구,저소득(월 300만원 미만),1932351,1598676,886
여자,60대,2인가구,중간소득(월 300~700만원 미만),1360627,1075627,10378
여자,60대,2인가구,중간소득(월 300~700만원 미만),2914334,2512732,3663
여자,60대,2인가구,중간소득(월 300~700만원 미만),2079804,1758729,10843
여자,60대,2인가구,고소득(월 700만원 이상),4889134,3810461,8179
여자,60대,2인가구,중간소득(월 300~700만원 미만),1761300,1549330,11012
여자,60대,2인가구,중간소득(월 300~700만원 미만),5142153,4302733,1260
여자,60대,2인가구,중간소득(월 300~700만원 미만),1897505,1300930,1399
여자,60대,2인가구,중간소득(월 300~700만원 미만),2686941,2557863,8488
여자,60대,2인가구,중간소득(월 300~700만원 미만),2866659,1992214,2795
여자,60대,2인가구,중간소득(월 300~700만원 미만),4182884,3664535,2254
여자,60대,2인가구,중간소득(월 300~700만원 미만),1995517,1602320,853
여자,60대,2인가구,저소득(월 300만원 미만),1448633,1399661,1476
여자,60대,2인가구,저소득(월 300만원 미만),2284977,2133922,7030
여자,60대,2인가구,중간소득(월 300~700만원 미만),4587160,2927854,12411
여자,60대,2인가구,저소득(월 300만원 미만),1582462,1322502,11379
여자,60대,2인가구,저소득(월 300만원 미만),1656988,1254709,10158
여자,60대,2인가구,저소득(월 300만원 미만),2436413,2108396,4790
여자,60대,2인가구,중간소득(월 300~700만원 미만),1907068,1533695,8455
여자,60대,2인가구,중간소득(월 300~700만원 미만),5739373,2703527,10261
여자,60대,2인가구,저소득(월 300만원 미만),1232498,1014854,8699
여자,60대,2인가구,중간소득(월 300~700만원 미만),2914497,2732711,10596
여자,60대,2인가구,중간소득(월 300~700만원 미만),4991950,4671950,13023
여자,60대,2인가구,중간소득(월 300~700만원 미만),2879428,2633795,5506
여자,60대,2인가구,저소득(월 300만원 미만),1885210,1868543,11266
여자,60대,2인가구,고소득(월 700만원 이상),1893410,1355419,274
여자,60대,2인가구,중간소득(월 300~700만원 미만),2482974,2393885,6745
여자,60대,2인가구,중간소득(월 300~700만원 미만),2950806,2357749,3244
여자,60대,2인가구,고소득(월 700만원 이상),6395217,4237317,5943
여자,60대,2인가구,저소득(월 300만원 미만),1463272,1234934,4276
여자,60대,2인가구,저소득(월 300만원 미만),2806522,2627237,6785
여자,60대,2인가구,중간소득(월 300~700만원 미만),2151448,1857358,6795
여자,60대,2인가구,저소득(월 300만원 미만),2116183,1889323,2794
여자,60대,2인가구,중간소득(월 300~700만원 미만),2967745,2007515,8960
여자,60대,2인가구,저소득(월 300만원 미만),1695283,886133,8520
여자,60대,2인가구,저소득(월 300만원 미만),2818715,2413925,7390
여자,60대,2인가구,저소득(월 300만원 미만),2431727,2415253,1096
여자,60대,2인가구,중간소득(월 300~700만원 미만),1709240,1616733,6265
여자,60대,2인가구,중간소득(월 300~700만원 미만),2695050,1726897,891
여자,60대,2인가구,저소득(월 300만원 미만),953774,729853,817
여자,60대,2인가구,저소득(월 300만원 미만),1358401,1231741,6581
여자,60대,2인가구,저소득(월 300만원 미만),1661729,1461884,242
여자,60대,2인가구,저소득(월 300만원 미만),1335466,849846,10844
여자,60대,2인가구,중간소득(월 300~700만원 미만),2637923,1633015,4603
여자,60대,2인가구,저소득(월 300만원 미만),1509056,1268521,19
여자,60대,2인가구,저소득(월 300만원 미만),941267,826950,4623
여자,70대 이상,2인가구,고소득(월 700만원 이상),6863927,5827298,1428
여자,70대 이상,2인가구,중간소득(월 300~700만원 미만),1607292,1154953,5205
여자,70대 이상,2인가구,중간소득(월 300~700만원 미만),1783337,1323727,8540
여자,70대 이상,2인가구,저소득(월 300만원 미만),1891449,1629449,12776
여자,70대 이상,2인가구,고소득(월 700만원 이상),5063475,4311665,8447
여자,70대 이상,2인가구,중간소득(월 300~700만원 미만),3407627,2705920,675
여자,70대 이상,2인가구,저소득(월 300만원 미만),1190322,1190322,7507
여자,70대 이상,2인가구,저소득(월 300만원 미만),1003026,688284,11242
여자,70대 이상,2인가구,저소득(월 300만원 미만),1657546,1515668,9346
여자,70대 이상,2인가구,저소득(월 300만원 미만),1105130,848505,11498
여자,70대 이상,2인가구,중간소득(월 300~700만원 미만),1511772,1251897,3211
여자,70대 이상,2인가구,중간소득(월 300~700만원 미만),2071205,1426952,6867
여자,70대 이상,2인가구,저소득(월 300만원 미만),1908348,1327585,207
여자,70대 이상,2인가구,중간소득(월 300~700만원 미만),2119391,1580901,8735
여자,70대 이상,2인가구,중간소득(월 300~700만원 미만),2118988,1652952,4698
여자,70대 이상,2인가구,저소득(월 300만원 미만),1722657,1711107,1751
여자,70대 이상,2인가구,저소득(월 300만원 미만),2738816,2262830,12850
여자,70대 이상,2인가구,중간소득(월 300~700만원 미만),1800848,1571302,21
여자,70대 이상,2인가구,저소득(월 300만원 미만),3457409,3301954,3726
여자,70대 이상,2인가구,저소득(월 300만원 미만),1882660,1602143,1403
여자,70대 이상,2인가구,저소득(월 300만원 미만),837370,640704,13432
여자,70대 이상,2인가구,중간소득(월 300~700만원 미만),2272622,1846749,10750
여자,70대 이상,2인가구,저소득(월 300만원 미만),1562668,1238702,10537
여자,70대 이상,2인가구,중간소득(월 300~700만원 미만),4538694,3467104,5754
여자,70대 이상,2인가구,저소득(월 300만원 미만),1665664,1508611,3670
여자,70대 이상,2인가구,중간소득(월 300~700만원 미만),2856746,2193146,11501
여자,70대 이상,2인가구,저소득(월 300만원 미만),2409489,2396685,11021
여자,70대 이상,2인가구,저소득(월 300만원 미만),1450518,1230592,10401
여자,70대 이상,2인가구,중간소득(월 300~700만원 미만),3074227,2174370,10358
여자,70대 이상,2인가구,중간소득(월 300~700만원 미만),1741471,1539553,12959
여자,70대 이상,2인가구,저소득(월 300만원 미만),963698,943678,1692
여자,70대 이상,2인가구,중간소득(월 300~700만원 미만),2960473,2620735,10862
여자,70대 이상,2인가구,저소득(월 300만원 미만),2032350,1743240,1584
여자,70대 이상,2인가구,저소득(월 300만원 미만),2262085,2136267,5156
여자,70대 이상,2인가구,저소득(월 300만원 미만),2996487,2609653,9576
여자,70대 이상,2인가구,저소득(월 300만원 미만),1224065,1203629,2701
여자,70대 이상,2인가구,중간소득(월 300~700만원 미만),3243071,2682233,12297
여자,70대 이상,2인가구,중간소득(월 300~700만원 미만),2464086,1549086,56
여자,70대 이상,2인가구,저소득(월 300만원 미만),2525042,2362542,10797
여자,70대 이상,2인가구,저소득(월 300만원 미만),1058877,1009600,12465
여자,70대 이상,2인가구,저소득(월 300만원 미만),1895935,1116792,8863
여자,70대 이상,2인가구,저소득(월 300만원 미만),1807250,1553493,8366
여자,70대 이상,2인가구,저소득(월 300만원 미만),813758,763758,12040
여자,70대 이상,2인가구,저소득(월 300만원 미만),1376593,999294,12242
여자,70대 이상,2인가구,중간소득(월 300~700만원 미만),3344066,2761231,3556
여자,70대 이상,2인가구,저소득(월 300만원 미만),1330283,1143332,8866
여자,70대 이상,2인가구,중간소득(월 300~700만원 미만),2120558,1598412,7109
여자,70대 이상,2인가구,저소득(월 300만원 미만),2829817,2518907,1952
여자,70대 이상,2인가구,중간소득(월 300~700만원 미만),3633207,3598057,10287
여자,70대 이상,2인가구,중간소득(월 300~700만원 미만),1090397,993538,8886
여자,70대 이상,2인가구,중간소득(월 300~700만원 미만),5831120,5332398,10710
여자,70대 이상,2인가구,저소득(월 300만원 미만),1004293,712233,7513
여자,70대 이상,2인가구,저소득(월 300만원 미만),1019518,919518,9368
여자,70대 이상,2인가구,저소득(월 300만원 미만),1893297,1514631,1237
여자,70대 이상,2인가구,저소득(월 300만원 미만),916216,697563,232
여자,70대 이상,2인가구,중간소득(월 300~700만원 미만),5976523,5493115,11987
여자,70대 이상,2인가구,저소득(월 300만원 미만),1154680,1134680,8746
여자,70대 이상,2인가구,저소득(월 300만원 미만),1957711,1953061,11593
여자,70대 이상,2인가구,저소득(월 300만원 미만),1788627,1138832,4452
여자,70대 이상,2인가구,저소득(월 300만원 미만),2243105,2090537,12963
여자,70대 이상,2인가구,중간소득(월 300~700만원 미만),2827241,2396751,12069
여자,70대 이상,2인가구,저소득(월 300만원 미만),1114527,1045493,13263
여자,70대 이상,2인가구,저소득(월 300만원 미만),1630396,1549077,7144
여자,70대 이상,2인가구,저소득(월 300만원 미만),1596229,1070338,12973
여자,70대 이상,2인가구,저소득(월 300만원 미만),1665795,1658845,3928
여자,70대 이상,2인가구,저소득(월 300만원 미만),1152119,818952,9658
여자,70대 이상,2인가구,저소득(월 300만원 미만),1097291,1017131,10986
여자,70대 이상,2인가구,중간소득(월 300~700만원 미만),2799001,2681851,1949
남자,30대,2인가구,저소득(월 300만원 미만),936201,863599,3926
남자,30대,2인가구,저소득(월 300만원 미만),2825582,2689846,12427
남자,30대,2인가구,저소득(월 300만원 미만),1080557,1080557,2768
남자,30대,2인가구,저소득(월 300만원 미만),25683980,23693800,9256
남자,30대,2인가구,저소득(월 300만원 미만),1550979,1203839,8506
남자,30대,2인가구,중간소득(월 300~700만원 미만),2633785,2293325,5236
남자,30대,2인가구,중간소득(월 300~700만원 미만),2058841,1536660,2090
남자,30대,2인가구,저소득(월 300만원 미만),1203731,1125557,9001
남자,40대,2인가구,중간소득(월 300~700만원 미만),4053707,3605807,6078
남자,40대,2인가구,저소득(월 300만원 미만),1646340,1599820,2872
남자,40대,2인가구,저소득(월 300만원 미만),1336861,1077663,2412
남자,40대,2인가구,중간소득(월 300~700만원 미만),4414665,3441178,2424
남자,40대,2인가구,중간소득(월 300~700만원 미만),4775674,2598172,7602
남자,40대,2인가구,중간소득(월 300~700만원 미만),3104065,2773962,10928
남자,40대,2인가구,저소득(월 300만원 미만),2087756,1529681,10166
남자,40대,2인가구,저소득(월 300만원 미만),1767552,1509910,9958
남자,40대,2인가구,중간소득(월 300~700만원 미만),5590394,3618271,3444
남자,40대,2인가구,중간소득(월 300~700만원 미만),3410135,3150946,3033
남자,40대,2인가구,고소득(월 700만원 이상),3229965,2953985,10140
남자,40대,2인가구,중간소득(월 300~700만원 미만),2896623,2788193,7538
남자,50대,2인가구,저소득(월 300만원 미만),3455956,2761702,7187
남자,50대,2인가구,저소득(월 300만원 미만),599199,555099,5467
남자,50대,2인가구,저소득(월 300만원 미만),1243807,1193807,4653
남자,50대,2인가구,저소득(월 300만원 미만),877447,777247,12045
남자,50대,2인가구,저소득(월 300만원 미만),858688,752068,11507
남자,50대,2인가구,중간소득(월 300~700만원 미만),2159222,1828742,12066
남자,50대,2인가구,저소득(월 300만원 미만),2479513,1747549,7587
남자,50대,2인가구,중간소득(월 300~700만원 미만),5035951,4583015,238
남자,50대,2인가구,저소득(월 300만원 미만),1361555,916263,7218
남자,50대,2인가구,저소득(월 300만원 미만),1258643,1179727,11681
남자,50대,2인가구,저소득(월 300만원 미만),1991202,1804767,9767
남자,50대,2인가구,저소득(월 300만원 미만),3975936,3623486,8011
남자,50대,2인가구,중간소득(월 300~700만원 미만),2391331,1704331,1504
남자,50대,2인가구,저소득(월 300만원 미만),2104484,2070194,2116
남자,50대,2인가구,저소득(월 300만원 미만),454418,420930,11849
남자,50대,2인가구,저소득(월 300만원 미만),1534508,1418675,670
남자,50대,2인가구,고소득(월 700만원 이상),2144048,1649187,9661
남자,50대,2인가구,중간소득(월 300~700만원 미만),4100280,2639433,1618
남자,50대,2인가구,저소득(월 300만원 미만),2632694,2431294,2307
남자,50대,2인가구,중간소득(월 300~700만원 미만),2925731,2745971,257
남자,50대,2인가구,중간소득(월 300~700만원 미만),3031147,2265292,7231
남자,50대,2인가구,저소득(월 300만원 미만),2360484,1551946,2120
남자,50대,2인가구,중간소득(월 300~700만원 미만),1276927,1085260,2792
남자,50대,2인가구,중간소득(월 300~700만원 미만),3177819,2328346,3769
남자,50대,2인가구,중간소득(월 300~700만원 미만),2866960,2247468,6799
남자,50대,2인가구,저소득(월 300만원 미만),1020989,998906,2676
남자,50대,2인가구,저소득(월 300만원 미만),1389683,1389683,13274
남자,50대,2인가구,저소득(월 300만원 미만),1665139,1459062,3759
남자,50대,2인가구,고소득(월 700만원 이상),2722136,2307400,8889
남자,50대,2인가구,저소득(월 300만원 미만),1036748,855692,1075
남자,50대,2인가구,저소득(월 300만원 미만),548271,526531,10340
남자,50대,2인가구,저소득(월 300만원 미만),4690628,3944203,9242
남자,50대,2인가구,저소득(월 300만원 미만),1179637,937075,1885
남자,50대,2인가구,저소득(월 300만원 미만),2410200,2372771,11848
남자,50대,2인가구,중간소득(월 300~700만원 미만),3433407,2530286,12966
남자,50대,2인가구,저소득(월 300만원 미만),2253100,1948660,1767
남자,50대,2인가구,중간소득(월 300~700만원 미만),4920837,4547690,7908
남자,50대,2인가구,저소득(월 300만원 미만),1052634,1028916,9965
남자,50대,2인가구,중간소득(월 300~700만원 미만),9652582,8089941,9924
남자,50대,2인가구,중간소득(월 300~700만원 미만),3067191,2750083,9223
남자,50대,2인가구,중간소득(월 300~700만원 미만),4321601,3550637,8581
남자,50대,2인가구,저소득(월 300만원 미만),1245503,1133713,9627
남자,50대,2인가구,중간소득(월 300~700만원 미만),3189408,800074,9672
남자,50대,2인가구,저소득(월 300만원 미만),1332922,994589,4626
남자,50대,2인가구,저소득(월 300만원 미만),1066670,1016670,10426
남자,50대,2인가구,중간소득(월 300~700만원 미만),6368360,5338580,6329
남자,50대,2인가구,중간소득(월 300~700만원 미만),3505550,2395103,3782
남자,60대,2인가구,고소득(월 700만원 이상),5188205,3608545,9846
남자,60대,2인가구,고소득(월 700만원 이상),3933019,3045614,4777
남자,60대,2인가구,중간소득(월 300~700만원 미만),3498372,1319983,9375
남자,60대,2인가구,저소득(월 300만원 미만),1052795,1018270,9715
남자,60대,2인가구,저소득(월 300만원 미만),1140857,1067599,3949
남자,60대,2인가구,저소득(월 300만원 미만),1319743,1170854,12071
남자,60대,2인가구,중간소득(월 300~700만원 미만),3073264,2754286,1884
남자,60대,2인가구,저소득(월 300만원 미만),1271164,1203804,10327
남자,60대,2인가구,중간소득(월 300~700만원 미만),1791691,1625948,9663
남자,60대,2인가구,저소득(월 300만원 미만),1083103,921223,1151
남자,60대,2인가구,중간소득(월 300~700만원 미만),2182186,1496886,11753
남자,60대,2인가구,저소득(월 300만원 미만),1318717,895599,9523
남자,60대,2인가구,저소득(월 300만원 미만),2038550,1685394,1773
남자,60대,2인가구,고소득(월 700만원 이상),3277728,2195438,4912
남자,60대,2인가구,고소득(월 700만원 이상),5558523,4607421,528
남자,60대,2인가구,저소득(월 300만원 미만),2204057,2030827,10397
남자,60대,2인가구,저소득(월 300만원 미만),1577254,1432249,7646
남자,60대,2인가구,중간소득(월 300~700만원 미만),2167649,2049705,6722
남자,60대,2인가구,저소득(월 300만원 미만),2039220,1194249,3264
남자,60대,2인가구,저소득(월 300만원 미만),2010146,1541334,11045
남자,60대,2인가구,저소득(월 300만원 미만),1866401,1769011,4223
남자,60대,2인가구,고소득(월 700만원 이상),3449795,1834061,9611
남자,60대,2인가구,저소득(월 300만원 미만),1359761,1359761,13119
남자,60대,2인가구,중간소득(월 300~700만원 미만),2900201,2528468,9535
남자,60대,2인가구,중간소득(월 300~700만원 미만),3946292,3121345,8384
남자,60대,2인가구,중간소득(월 300~700만원 미만),4504446,1543678,9608
남자,60대,2인가구,중간소득(월 300~700만원 미만),6077939,5272989,12996
남자,60대,2인가구,저소득(월 300만원 미만),1350612,1262768,850
남자,60대,2인가구,저소득(월 300만원 미만),1625986,1331138,5277
남자,60대,2인가구,중간소득(월 300~700만원 미만),2002398,1463668,5994
남자,60대,2인가구,중간소득(월 300~700만원 미만),1591372,1282209,10335
남자,70대 이상,2인가구,중간소득(월 300~700만원 미만),1820432,1405253,12231
남자,70대 이상,2인가구,고소득(월 700만원 이상),2853324,1820472,7822
남자,70대 이상,2인가구,저소득(월 300만원 미만),542476,518203,7055
남자,70대 이상,2인가구,중간소득(월 300~700만원 미만),2418632,2280764,11927
남자,70대 이상,2인가구,중간소득(월 300~700만원 미만),5531261,2946153,2943
남자,70대 이상,2인가구,저소득(월 300만원 미만),727164,662164,85
남자,70대 이상,2인가구,저소득(월 300만원 미만),867681,835691,12228
남자,70대 이상,2인가구,중간소득(월 300~700만원 미만),2865086,2078632,3941
남자,70대 이상,2인가구,저소득(월 300만원 미만),384273,384273,725
남자,70대 이상,2인가구,중간소득(월 300~700만원 미만),2241074,1972199,11872
남자,70대 이상,2인가구,중간소득(월 300~700만원 미만),1764147,1186257,7551
남자,70대 이상,2인가구,중간소득(월 300~700만원 미만),7983986,4987390,48
남자,70대 이상,2인가구,저소득(월 300만원 미만),1110182,1024552,6942
남자,70대 이상,2인가구,저소득(월 300만원 미만),732273,732273,12383
남자,70대 이상,2인가구,저소득(월 300만원 미만),1345977,1195447,6167
남자,70대 이상,2인가구,저소득(월 300만원 미만),949892,793504,4114
남자,70대 이상,2인가구,저소득(월 300만원 미만),1384037,1362454,2234
남자,70대 이상,2인가구,저소득(월 300만원 미만),4406025,3976858,1800
여자,20대,2인가구,저소득(월 300만원 미만),2240753,2196315,3446
여자,20대,2인가구,저소득(월 300만원 미만),2838011,2782126,6632
여자,20대,2인가구,중간소득(월 300~700만원 미만),16545697,15705555,6320
여자,30대,2인가구,저소득(월 300만원 미만),1300796,1289646,7455
여자,30대,2인가구,중간소득(월 300~700만원 미만),5454230,4640257,10875
여자,30대,2인가구,저소득(월 300만원 미만),752320,611210,462
여자,30대,2인가구,중간소득(월 300~700만원 미만),1804522,1080050,12960
여자,30대,2인가구,중간소득(월 300~700만원 미만),3155075,2154449,6476
여자,30대,2인가구,중간소득(월 300~700만원 미만),3515577,2929127,6549
여자,30대,2인가구,저소득(월 300만원 미만),2938853,2617100,9507
여자,30대,2인가구,저소득(월 300만원 미만),2750265,2341092,10021
여자,30대,2인가구,중간소득(월 300~700만원 미만),1871515,1522501,9541
여자,30대,2인가구,중간소득(월 300~700만원 미만),3328517,3013942,2637
여자,30대,2인가구,저소득(월 300만원 미만),795367,740621,11311
여자,30대,2인가구,중간소득(월 300~700만원 미만),2554454,2452054,5963
여자,40대,2인가구,중간소득(월 300~700만원 미만),2021625,1476149,12250
여자,40대,2인가구,저소득(월 300만원 미만),2376641,2222663,8318
여자,40대,2인가구,저소득(월 300만원 미만),3094420,2842240,7212
여자,40대,2인가구,중간소득(월 300~700만원 미만),2476634,2219396,12063
여자,40대,2인가구,중간소득(월 300~700만원 미만),2521467,2327540,2758
여자,40대,2인가구,고소득(월 700만원 이상),6560946,4344580,12736
여자,40대,2인가구,저소득(월 300만원 미만),5413858,5158981,2750
여자,40대,2인가구,중간소득(월 300~700만원 미만),4912627,3106865,13011
여자,40대,2인가구,중간소득(월 300~700만원 미만),4799444,4378389,7985
여자,40대,2인가구,중간소득(월 300~700만원 미만),3651949,3601949,4998
여자,40대,2인가구,저소득(월 300만원 미만),2323046,2093736,7784
여자,40대,2인가구,저소득(월 300만원 미만),1940320,1741726,11288
여자,40대,2인가구,저소득(월 300만원 미만),880823,780462,4775
여자,40대,2인가구,저소득(월 300만원 미만),1458873,1458873,11489
여자,40대,2인가구,중간소득(월 300~700만원 미만),4227361,3987903,652
여자,40대,2인가구,중간소득(월 300~700만원 미만),3185733,2971732,12823
여자,40대,2인가구,중간소득(월 300~700만원 미만),6146951,5805041,13402
여자,40대,2인가구,저소득(월 300만원 미만),1439794,995444,9755
여자,40대,2인가구,중간소득(월 300~700만원 미만),3112226,2720746,9900
여자,40대,2인가구,저소득(월 300만원 미만),1988319,1986485,7245
여자,40대,2인가구,중간소득(월 300~700만원 미만),3782413,2784216,12510
여자,40대,2인가구,저소득(월 300만원 미만),1810130,1653963,1641
여자,40대,2인가구,저소득(월 300만원 미만),2068514,1960814,5829
여자,40대,2인가구,고소득(월 700만원 이상),5685086,5358096,9330
여자,40대,2인가구,중간소득(월 300~700만원 미만),9319707,8428754,5774
여자,40대,2인가구,저소득(월 300만원 미만),1029613,1009613,11055
여자,40대,2인가구,중간소득(월 300~700만원 미만),2931740,2471740,6496
여자,40대,2인가구,저소득(월 300만원 미만),857388,809738,1169
여자,40대,2인가구,저소득(월 300만원 미만),2108266,1763396,1988
여자,40대,2인가구,중간소득(월 300~700만원 미만),3378223,2709059,10249
여자,40대,2인가구,중간소득(월 300~700만원 미만),3019898,2865091,11527
여자,40대,2인가구,저소득(월 300만원 미만),1397155,1297605,10117
여자,40대,2인가구,저소득(월 300만원 미만),2396588,2357548,5269
여자,40대,2인가구,중간소득(월 300~700만원 미만),3860588,3627255,6154
여자,40대,2인가구,중간소득(월 300~700만원 미만),3475902,2855741,5626
여자,40대,2인가구,저소득(월 300만원 미만),1196705,1160369,12699
여자,40대,2인가구,중간소득(월 300~700만원 미만),4249809,3872163,2938
여자,40대,2인가구,저소득(월 300만원 미만),2917334,2651754,10136
여자,40대,2인가구,저소득(월 300만원 미만),4008611,3607321,9778
여자,40대,2인가구,중간소득(월 300~700만원 미만),4082807,3715201,2973
여자,40대,2인가구,중간소득(월 300~700만원 미만),5315665,3760742,11316
여자,40대,2인가구,저소득(월 300만원 미만),1732527,1562527,1840
여자,40대,2인가구,저소득(월 300만원 미만),8886280,8204689,885
여자,40대,2인가구,고소득(월 700만원 이상),4955504,3967121,4295
여자,40대,2인가구,중간소득(월 300~700만원 미만),3061996,2310429,3073
여자,40대,2인가구,중간소득(월 300~700만원 미만),1938233,1615523,3840
여자,40대,2인가구,중간소득(월 300~700만원 미만),2473165,2473165,11506
여자,40대,2인가구,저소득(월 300만원 미만),2172540,821584,7512
여자,50대,2인가구,저소득(월 300만원 미만),1862234,1566314,3088
여자,50대,2인가구,저소득(월 300만원 미만),2490128,2431126,5737
여자,50대,2인가구,저소득(월 300만원 미만),3490073,3354571,10575
여자,50대,2인가구,저소득(월 300만원 미만),1938454,1875610,1197
여자,50대,2인가구,저소득(월 300만원 미만),2617664,2597344,4642
여자,50대,2인가구,중간소득(월 300~700만원 미만),1610655,1232735,5701
여자,50대,2인가구,고소득(월 700만원 이상),8542146,7246100,12587
여자,50대,2인가구,중간소득(월 300~700만원 미만),2129423,1531239,6860
여자,50대,2인가구,중간소득(월 300~700만원 미만),3109297,2824792,11326
여자,50대,2인가구,중간소득(월 300~700만원 미만),2834782,2560395,6457
여자,50대,2인가구,중간소득(월 300~700만원 미만),3925518,3356673,3990
여자,50대,2인가구,중간소득(월 300~700만원 미만),5388927,4001398,9847
여자,50대,2인가구,중간소득(월 300~700만원 미만),2116706,1830866,2823
여자,50대,2인가구,저소득(월 300만원 미만),3293925,1803709,2820
여자,50대,2인가구,저소득(월 300만원 미만),1620785,1488738,4804
여자,50대,2인가구,저소득(월 300만원 미만),1579839,1416165,1463
여자,50대,2인가구,저소득(월 300만원 미만),2660385,2138565,7138
여자,50대,2인가구,중간소득(월 300~700만원 미만),4076634,3381324,504
여자,50대,2인가구,중간소득(월 300~700만원 미만),2925064,2622254,12835
여자,50대,2인가구,중간소득(월 300~700만원 미만),3479669,2751010,9220
여자,50대,2인가구,고소득(월 700만원 이상),2789093,2069093,3778
여자,50대,2인가구,중간소득(월 300~700만원 미만),2946419,2469595,13222
여자,50대,2인가구,중간소득(월 300~700만원 미만),3149153,2276244,3534
여자,50대,2인가구,중간소득(월 300~700만원 미만),9056387,7413389,3914
여자,50대,2인가구,중간소득(월 300~700만원 미만),2300136,2174937,2660
여자,50대,2인가구,중간소득(월 300~700만원 미만),3890855,2947605,12236
여자,50대,2인가구,중간소득(월 300~700만원 미만),5500515,4502442,1518
여자,50대,2인가구,중간소득(월 300~700만원 미만),3864248,3331578,8482
여자,50대,2인가구,중간소득(월 300~700만원 미만),3105908,2972128,11621
여자,50대,2인가구,중간소득(월 300~700만원 미만),1729076,1543478,8752
여자,50대,2인가구,저소득(월 300만원 미만),1380005,1269005,1746
여자,50대,2인가구,저소득(월 300만원 미만),2015455,1848679,5844
여자,50대,2인가구,고소득(월 700만원 이상),3906893,2426848,7487
여자,50대,2인가구,저소득(월 300만원 미만),3825030,3128248,8712
여자,50대,2인가구,저소득(월 300만원 미만),2162045,1429943,5940
여자,50대,2인가구,저소득(월 300만원 미만),1428497,1395389,10022
여자,50대,2인가구,중간소득(월 300~700만원 미만),4417795,4014605,11282
여자,50대,2인가구,중간소득(월 300~700만원 미만),3797750,2884242,7586
여자,50대,2인가구,저소득(월 300만원 미만),1766110,1434410,10269
여자,50대,2인가구,저소득(월 300만원 미만),1921353,1854602,12713
여자,50대,2인가구,중간소득(월 300~700만원 미만),12791753,11101873,8055
여자,50대,2인가구,저소득(월 300만원 미만),1833655,1806934,6746
여자,50대,2인가구,중간소득(월 300~700만원 미만),3240302,2539515,11514
여자,50대,2인가구,중간소득(월 300~700만원 미만),5401978,4198638,2056
여자,50대,2인가구,저소득(월 300만원 미만),5768948,5331728,8112
여자,50대,2인가구,저소득(월 300만원 미만),1730758,1338482,11187
여자,50대,2인가구,중간소득(월 300~700만원 미만),3468675,3180055,477
여자,50대,2인가구,중간소득(월 300~700만원 미만),2508999,1917405,3864
여자,50대,2인가구,고소득(월 700만원 이상),6742072,4460434,12893
여자,50대,2인가구,고소득(월 700만원 이상),3196904,2380793,13468
여자,50대,2인가구,저소득(월 300만원 미만),2047312,1398413,6000
여자,50대,2인가구,저소득(월 300만원 미만),2079798,1868771,11800
여자,50대,2인가구,중간소득(월 300~700만원 미만),4006879,3391669,6085
여자,50대,2인가구,중간소득(월 300~700만원 미만),2368060,2010259,11672
여자,50대,2인가구,중간소득(월 300~700만원 미만),2515029,1983534,2914
여자,50대,2인가구,중간소득(월 300~700만원 미만),4210665,3980070,5903
여자,50대,2인가구,저소득(월 300만원 미만),1576143,1373383,797
여자,50대,2인가구,고소득(월 700만원 이상),6933146,4287982,2722
여자,50대,2인가구,중간소득(월 300~700만원 미만),3328597,2117482,9423
여자,50대,2인가구,중간소득(월 300~700만원 미만),3737743,3439750,10788
여자,50대,2인가구,중간소득(월 300~700만원 미만),4309722,3510068,7769
여자,50대,2인가구,중간소득(월 300~700만원 미만),3119983,2782590,6817
여자,50대,2인가구,고소득(월 700만원 이상),4076409,3046410,4410
여자,50대,2인가구,중간소득(월 300~700만원 미만),3859255,2876022,215
여자,50대,2인가구,저소득(월 300만원 미만),3540937,2879480,5583
여자,50대,2인가구,저소득(월 300만원 미만),1397297,1339468,7350
여자,50대,2인가구,저소득(월 300만원 미만),1342613,916313,4844
여자,50대,2인가구,저소득(월 300만원 미만),1339512,1242846,11073
여자,50대,2인가구,중간소득(월 300~700만원 미만),3835265,3343362,3718
여자,50대,2인가구,저소득(월 300만원 미만),1221539,1155706,1633
여자,50대,2인가구,고소득(월 700만원 이상),4995611,3527975,2510
여자,50대,2인가구,중간소득(월 300~700만원 미만),3393801,2718376,12807
여자,50대,2인가구,저소득(월 300만원 미만),2693871,2669447,2674
여자,50대,2인가구,고소득(월 700만원 이상),4052146,3422008,161
여자,50대,2인가구,저소득(월 300만원 미만),2313400,2310067,8261
여자,50대,2인가구,중간소득(월 300~700만원 미만),3153043,2499074,4167
여자,50대,2인가구,중간소득(월 300~700만원 미만),2579500,2069427,5622
여자,50대,2인가구,저소득(월 300만원 미만),1008344,928395,5554
여자,50대,2인가구,중간소득(월 300~700만원 미만),2392297,1582974,3621
여자,50대,2인가구,중간소득(월 300~700만원 미만),6126119,5339519,2906
여자,50대,2인가구,중간소득(월 300~700만원 미만),1172505,825541,187
여자,50대,2인가구,중간소득(월 300~700만원 미만),2354818,1917188,9865
여자,50대,2인가구,저소득(월 300만원 미만),791546,599636,3559
여자,60대,2인가구,고소득(월 700만원 이상),6970488,4482808,7128
여자,60대,2인가구,고소득(월 700만원 이상),4380863,3028539,4353
여자,60대,2인가구,중간소득(월 300~700만원 미만),3061525,2412795,8484
